# Theta[deg]   da/a_dipole[ppm]  e(da/a_dipole)[ppm]
94.9925 -0.887667 1.50148
95.0204 -0.892607 1.37284
95.0331 -0.894858 1.28218
95.1487 -0.915364 1.28993
95.1558 -0.916618 1.57386
95.1619 -0.917694 1.57553
95.2288 -0.929553 1.49884
95.2893 -0.940282 1.57789
95.2907 -0.940538 1.57213
95.3196 -0.945661 1.29473
95.3249 -0.9466 1.49724
95.4305 -0.965304 1.28339
95.4932 -0.976421 1.36604
95.5629 -0.988778 1.50129
95.711 -1.015 1.29475
95.7391 -1.01999 1.32354
95.7545 -1.02272 1.58661
95.8401 -1.03787 1.37049
95.8596 -1.04134 1.58861
95.8614 -1.04164 1.42515
95.8694 -1.04306 1.56489
95.8909 -1.04687 1.43315
96.0237 -1.07038 1.56301
96.115 -1.08655 1.32255
96.1689 -1.09609 1.42267
96.1893 -1.0997 1.4378
96.2071 -1.10284 1.48851
96.2346 -1.10771 1.59578
96.2464 -1.1098 1.3279
96.3169 -1.12228 1.59737
96.4073 -1.13828 1.36479
96.4598 -1.14757 1.486
96.4773 -1.15066 1.5173
96.5997 -1.17231 1.60286
96.6193 -1.17577 1.33195
96.6588 -1.18276 1.60402
96.6788 -1.18629 1.55527
96.6963 -1.18938 1.52123
96.7162 -1.19291 1.30123
96.7592 -1.20051 1.3631
96.8481 -1.21623 1.60773
96.8519 -1.21689 1.5533
96.8837 -1.22252 1.60843
96.9786 -1.23929 1.61031
96.9905 -1.24139 1.61054
97.02 -1.24661 1.29017
97.1061 -1.26181 1.30448
97.2046 -1.27922 1.38913
97.2832 -1.29309 1.29673
97.3518 -1.30521 1.45663
97.4172 -1.31675 1.29233
97.4254 -1.3182 1.41361
97.5026 -1.33182 1.47631
97.5326 -1.33712 1.53659
97.5398 -1.33839 1.39399
97.5811 -1.34568 1.54529
97.6318 -1.35463 1.32025
97.6344 -1.35509 1.46138
97.6777 -1.36273 1.29769
97.7316 -1.37223 1.54032
97.7459 -1.37476 1.41158
97.771 -1.37918 1.474
97.7724 -1.37943 1.54327
98.008 -1.42098 1.61322
98.0142 -1.42206 1.32011
98.0181 -1.42276 1.6131
98.0944 -1.43621 1.34939
98.0985 -1.43694 1.61215
98.1287 -1.44225 1.61179
98.1858 -1.45231 1.35767
98.2893 -1.47054 1.60991
98.3394 -1.47937 1.60933
98.4589 -1.50041 1.35404
98.486 -1.50519 1.55474
98.547 -1.51593 1.35667
98.5732 -1.52055 1.53521
98.5796 -1.52166 1.60658
98.6495 -1.53397 1.60578
98.6562 -1.53515 1.31907
98.664 -1.53653 1.5582
98.7313 -1.54837 1.48045
98.7822 -1.55732 1.53321
98.8549 -1.57011 1.41402
98.8748 -1.57361 1.46527
98.9684 -1.59008 1.60223
98.9969 -1.59509 1.48521
99.0035 -1.59624 1.30278
99.0411 -1.60286 1.3231
99.052 -1.60478 1.40444
99.0579 -1.60581 1.60125
99.1581 -1.62342 1.46323
99.177 -1.62674 1.41916
99.2605 -1.64141 1.30339
99.3329 -1.65414 1.57139
99.3844 -1.66318 1.40293
99.3992 -1.66579 1.30583
99.4545 -1.67549 1.59699
99.4891 -1.68158 1.57452
99.5546 -1.69307 1.32124
99.5632 -1.69458 1.59585
99.6519 -1.71016 1.52534
99.6571 -1.71105 1.30527
99.8778 -1.74978 1.52342
99.8975 -1.75325 1.37366
99.9422 -1.76108 1.32197
100.009 -1.77279 1.35413
100.023 -1.77531 1.50411
100.036 -1.77754 1.59101
100.069 -1.78334 1.58627
100.164 -1.79991 1.58974
100.203 -1.80676 1.589
100.252 -1.81541 1.37879
100.271 -1.81867 1.50879
100.319 -1.82718 1.45575
100.379 -1.83754 1.35388
100.437 -1.84784 1.44013
100.569 -1.87082 1.34059
100.617 -1.87922 1.45407
100.691 -1.89224 1.5991
100.711 -1.89579 1.58446
100.736 -1.90013 1.39801
100.745 -1.9017 1.44545
100.801 -1.91154 1.6014
100.814 -1.91369 1.516
100.857 -1.92134 1.5831
100.947 -1.93704 1.34529
100.977 -1.94227 1.31972
101.056 -1.95599 1.51423
101.08 -1.96014 1.39708
101.195 -1.98036 1.60968
101.222 -1.98507 1.52716
101.246 -1.98914 1.31462
101.282 -1.99546 1.61151
101.37 -2.01092 1.32359
101.45 -2.02488 1.53166
101.478 -2.02972 1.57754
101.502 -2.03383 1.32662
101.579 -2.04734 1.61784
101.641 -2.05817 1.61917
101.642 -2.05835 1.57614
101.643 -2.05848 1.3174
101.649 -2.05954 1.40012
101.832 -2.09146 1.44814
101.84 -2.09287 1.62344
101.872 -2.09834 1.35442
101.878 -2.09939 1.62424
101.893 -2.10214 1.32822
101.946 -2.11122 1.46689
101.978 -2.11678 1.6264
101.99 -2.11896 1.62667
101.993 -2.1194 1.40563
102.055 -2.13027 1.50751
102.142 -2.14549 1.44688
102.238 -2.16208 1.47227
102.248 -2.16394 1.35495
102.312 -2.17507 1.50594
102.322 -2.17674 1.54917
102.334 -2.17878 1.57049
102.447 -2.19848 1.36526
102.473 -2.203 1.39463
102.515 -2.21035 1.56908
102.53 -2.21283 1.55341
102.818 -2.26293 1.37052
102.826 -2.26437 1.39435
102.935 -2.28322 1.34058
103.008 -2.29581 1.63099
103.017 -2.29745 1.63091
103.092 -2.31053 1.63024
103.121 -2.31544 1.63
103.232 -2.33478 1.33021
103.271 -2.34156 1.62869
103.276 -2.34232 1.56353
103.317 -2.3495 1.56974
103.318 -2.34971 1.62829
103.324 -2.35067 1.34518
103.342 -2.3538 1.42818
103.372 -2.35897 1.50019
103.373 -2.35914 1.49377
103.408 -2.36529 1.44277
103.467 -2.37548 1.33635
103.474 -2.3767 1.56217
103.503 -2.38171 1.57366
103.544 -2.38874 1.62639
103.61 -2.4001 1.62584
103.629 -2.40353 1.33382
103.644 -2.40608 1.4989
103.648 -2.40677 1.49911
103.673 -2.41109 1.43394
103.731 -2.4211 1.44199
103.768 -2.42758 1.35869
103.862 -2.44378 1.33881
103.909 -2.45189 1.62341
103.993 -2.46642 1.62274
104.151 -2.49375 1.36003
104.203 -2.50261 1.58854
104.258 -2.51209 1.39458
104.285 -2.51673 1.3925
104.301 -2.51963 1.55692
104.366 -2.53074 1.61985
104.366 -2.53081 1.59206
104.468 -2.54836 1.61908
104.516 -2.55668 1.55566
104.62 -2.57454 1.39499
104.647 -2.57913 1.39821
104.713 -2.59052 1.52025
104.761 -2.59882 1.49436
104.87 -2.61761 1.36487
104.913 -2.62493 1.61585
104.97 -2.63472 1.52546
104.97 -2.63474 1.45725
104.974 -2.63541 1.60526
105.033 -2.64558 1.615
105.044 -2.64752 1.43994
105.047 -2.64804 1.4934
105.114 -2.65949 1.60833
105.215 -2.67686 1.34983
105.254 -2.68358 1.3701
105.287 -2.68922 1.46313
105.378 -2.70486 1.43971
105.408 -2.70997 1.55092
105.446 -2.71654 1.35033
105.548 -2.73408 1.61154
105.61 -2.74472 1.3542
105.625 -2.74735 1.61964
105.638 -2.74953 1.54982
105.686 -2.75767 1.61065
105.694 -2.7591 1.36699
105.741 -2.76719 1.62222
105.843 -2.78455 1.35361
105.958 -2.80437 1.54587
106.074 -2.8242 1.42171
106.082 -2.82555 1.36913
106.085 -2.82608 1.39804
106.155 -2.83793 1.63147
106.196 -2.84496 1.55085
106.218 -2.84879 1.49032
106.245 -2.85345 1.63351
106.27 -2.85772 1.60709
106.425 -2.88413 1.6062
106.426 -2.88428 1.42774
106.455 -2.88935 1.39916
106.517 -2.8999 1.48975
106.525 -2.90117 1.48675
106.558 -2.90678 1.64057
106.591 -2.91251 1.5458
106.623 -2.91791 1.64205
106.734 -2.93693 1.43992
106.776 -2.94402 1.39206
106.826 -2.95261 1.49265
106.832 -2.95359 1.64681
106.837 -2.9544 1.54491
106.871 -2.96029 1.6477
106.976 -2.97817 1.6501
106.989 -2.9804 1.6504
107.077 -2.9953 1.60269
107.079 -2.99556 1.44027
107.103 -2.99979 1.57019
107.153 -3.00822 1.3978
107.186 -3.0139 1.37306
107.248 -3.02444 1.60183
107.32 -3.03658 1.57486
107.431 -3.05555 1.3683
107.579 -3.08058 1.3781
107.643 -3.09146 1.37927
107.739 -3.1078 1.48834
107.809 -3.11957 1.4523
107.829 -3.12298 1.37234
107.849 -3.12638 1.54182
107.951 -3.14363 1.4051
107.966 -3.14626 1.59852
108 -3.15195 1.51613
108.007 -3.15316 1.65618
108.016 -3.15465 1.65613
108.035 -3.15791 1.38219
108.051 -3.1606 1.48821
108.086 -3.16655 1.65573
108.109 -3.17044 1.54119
108.112 -3.17101 1.65558
108.142 -3.17592 1.59281
108.148 -3.17708 1.45852
108.154 -3.178 1.59774
108.253 -3.19475 1.65479
108.285 -3.20013 1.52194
108.297 -3.20216 1.65454
108.328 -3.20744 1.40695
108.336 -3.20877 1.59711
108.475 -3.23228 1.44289
108.507 -3.23764 1.6534
108.568 -3.24797 1.65308
108.645 -3.26106 1.42157
108.829 -3.29196 1.44386
108.847 -3.29505 1.65164
108.925 -3.30825 1.65125
108.935 -3.30993 1.59481
109.014 -3.32322 1.4277
109.067 -3.33203 1.61341
109.139 -3.34413 1.59413
109.141 -3.34447 1.39943
109.178 -3.35068 1.53924
109.238 -3.36078 1.61726
109.273 -3.36672 1.64957
109.321 -3.37476 1.48865
109.368 -3.38274 1.64913
109.388 -3.38601 1.54488
109.418 -3.39107 1.38994
109.452 -3.39671 1.53891
109.481 -3.40159 1.48366
109.529 -3.40969 1.40503
109.61 -3.42326 1.39538
109.644 -3.429 1.48901
109.654 -3.43072 1.55052
109.783 -3.45235 1.6473
109.807 -3.45628 1.48997
109.815 -3.45763 1.39467
109.849 -3.46336 1.41578
109.873 -3.46743 1.63167
109.896 -3.47112 1.64683
109.982 -3.48562 1.59174
110.005 -3.48943 1.39904
110.02 -3.49198 1.63501
110.201 -3.52214 1.59123
110.232 -3.52745 1.41835
110.262 -3.53232 1.449
110.377 -3.55157 1.64495
110.471 -3.56736 1.4528
110.505 -3.57301 1.64448
110.557 -3.58156 1.64733
110.574 -3.58444 1.53829
110.624 -3.59277 1.4506
110.678 -3.60178 1.65013
110.681 -3.60233 1.57255
110.831 -3.62721 1.4592
110.861 -3.63225 1.53831
110.928 -3.64339 1.57791
110.959 -3.6485 1.49146
111.052 -3.66396 1.64264
111.071 -3.66716 1.4284
111.082 -3.66904 1.51522
111.104 -3.67258 1.58955
111.112 -3.67391 1.66019
111.196 -3.68797 1.6422
111.207 -3.68973 1.66241
111.293 -3.70396 1.49234
111.337 -3.71125 1.58923
111.394 -3.72068 1.52152
111.399 -3.72165 1.41483
111.454 -3.73062 1.43445
111.535 -3.7441 1.67006
111.589 -3.75307 1.41508
111.604 -3.75545 1.67167
111.776 -3.78392 1.43001
111.795 -3.78705 1.42016
111.807 -3.78903 1.64052
111.823 -3.79183 1.67683
111.865 -3.79866 1.6778
111.873 -3.80001 1.59869
111.967 -3.81552 1.64014
111.975 -3.81688 1.6804
111.986 -3.81867 1.41942
111.989 -3.81916 1.68072
112.034 -3.82667 1.53918
112.089 -3.83575 1.45829
112.098 -3.83723 1.6037
112.164 -3.84801 1.43327
112.246 -3.86161 1.48516
112.297 -3.87 1.58842
112.334 -3.87604 1.53959
112.46 -3.89672 1.46053
112.544 -3.91067 1.58834
112.594 -3.9189 1.49172
112.606 -3.92078 1.54647
112.639 -3.92625 1.63875
112.649 -3.92787 1.49691
112.815 -3.9551 1.63845
112.9 -3.96914 1.55263
112.956 -3.97818 1.62292
112.97 -3.98057 1.4594
112.993 -3.98431 1.49833
113.006 -3.98652 1.68771
113.015 -3.98785 1.68769
113.079 -3.99846 1.68751
113.104 -4.00244 1.68744
113.158 -4.01141 1.62751
113.233 -4.02363 1.68708
113.274 -4.03024 1.68697
113.346 -4.04202 1.4658
113.369 -4.04589 1.44252
113.467 -4.0619 1.68647
113.524 -4.07112 1.68633
113.548 -4.07504 1.63747
113.556 -4.07631 1.54209
113.56 -4.07704 1.58856
113.575 -4.07947 1.43804
113.725 -4.10393 1.44762
113.738 -4.10613 1.63729
113.761 -4.10985 1.44835
113.781 -4.11313 1.68573
113.821 -4.11953 1.58876
113.854 -4.12491 1.68557
113.867 -4.12704 1.54292
113.922 -4.13609 1.64491
113.954 -4.14127 1.47076
113.962 -4.14255 1.51809
113.972 -4.14422 1.44299
114.043 -4.15573 1.57688
114.101 -4.16518 1.64901
114.117 -4.16775 1.45153
114.175 -4.17708 1.6849
114.263 -4.19138 1.68474
114.297 -4.19703 1.52469
114.32 -4.20061 1.58282
114.331 -4.20251 1.47363
114.388 -4.21167 1.50509
114.53 -4.23475 1.63685
114.646 -4.25349 1.68408
114.735 -4.26794 1.63682
114.741 -4.26885 1.50706
114.749 -4.27024 1.68392
114.767 -4.27306 1.66435
114.831 -4.28336 1.49188
114.889 -4.29282 1.59014
114.921 -4.29789 1.66791
115.134 -4.33231 1.54716
115.163 -4.33694 1.59064
115.194 -4.34203 1.68334
115.197 -4.34253 1.4985
115.313 -4.36116 1.68321
115.321 -4.36238 1.4725
115.386 -4.37288 1.60601
115.456 -4.38418 1.54844
115.483 -4.3885 1.681
115.561 -4.40108 1.46388
115.584 -4.4047 1.63705
115.611 -4.40896 1.68397
115.611 -4.40898 1.55102
115.642 -4.41409 1.61165
115.692 -4.42202 1.46838
115.708 -4.42463 1.47872
115.803 -4.43986 1.6372
115.818 -4.44231 1.68278
115.851 -4.44758 1.48631
115.932 -4.46042 1.55756
115.952 -4.46374 1.6827
115.958 -4.4647 1.46936
116.066 -4.48193 1.69464
116.087 -4.48529 1.47289
116.166 -4.49793 1.69699
116.171 -4.49867 1.51602
116.234 -4.50882 1.48978
116.282 -4.5164 1.59332
116.511 -4.55293 1.7051
116.517 -4.55392 1.68252
116.532 -4.55635 1.51854
116.568 -4.56198 1.59416
116.583 -4.56441 1.7068
116.626 -4.57131 1.63344
116.645 -4.57425 1.52526
116.665 -4.57756 1.68251
116.707 -4.58416 1.63821
116.766 -4.59357 1.5545
116.814 -4.60121 1.71226
116.858 -4.60811 1.71329
116.861 -4.60867 1.63869
116.94 -4.62113 1.63858
116.974 -4.62655 1.71604
116.988 -4.62886 1.71638
117.001 -4.63089 1.532
117.099 -4.64635 1.55624
117.183 -4.65976 1.58344
117.247 -4.66978 1.50424
117.288 -4.67637 1.68265
117.451 -4.70211 1.68273
117.488 -4.70794 1.58982
117.542 -4.7165 1.49216
117.628 -4.73005 1.51075
117.671 -4.73683 1.49199
117.735 -4.74684 1.59823
117.756 -4.75016 1.65879
117.776 -4.75337 1.5048
117.897 -4.77237 1.64049
117.937 -4.77873 1.49807
117.968 -4.78351 1.66358
117.994 -4.78766 1.52967
118.006 -4.78954 1.72432
118.013 -4.79069 1.72431
118.032 -4.79367 1.59943
118.068 -4.79928 1.49702
118.072 -4.79995 1.7243
118.094 -4.80342 1.7243
118.131 -4.80913 1.6833
118.143 -4.811 1.64109
118.164 -4.81435 1.50883
118.212 -4.82188 1.72428
118.249 -4.82765 1.72428
118.307 -4.83687 1.6835
118.363 -4.84559 1.53272
118.404 -4.85198 1.559
118.425 -4.85525 1.72428
118.449 -4.85896 1.56415
118.476 -4.86328 1.72429
118.671 -4.89382 1.61487
118.71 -4.8999 1.72433
118.748 -4.90584 1.56575
118.767 -4.90867 1.68174
118.776 -4.91017 1.72435
118.791 -4.91244 1.56637
118.954 -4.93787 1.68601
118.958 -4.93853 1.621
119.042 -4.95165 1.68458
119.068 -4.95565 1.72447
119.14 -4.96677 1.5372
119.148 -4.96811 1.72451
119.151 -4.96852 1.64401
119.233 -4.98127 1.68492
119.245 -4.98314 1.60497
119.409 -5.00863 1.64487
119.497 -5.02226 1.72476
119.511 -5.0244 1.52242
119.513 -5.02481 1.54389
119.554 -5.03102 1.60655
119.591 -5.03686 1.72484
119.651 -5.04617 1.70199
119.657 -5.04701 1.51809
119.724 -5.05732 1.52599
119.813 -5.07109 1.70569
119.853 -5.07739 1.54596
119.903 -5.08496 1.52867
119.996 -5.09944 1.72525
120.021 -5.1033 1.6866
120.054 -5.10837 1.52357
120.066 -5.11014 1.64487
120.1 -5.11537 1.59258
120.105 -5.11612 1.72538
120.115 -5.11777 1.53053
120.178 -5.12736 1.57614
120.225 -5.13467 1.6871
120.229 -5.13532 1.54952
120.333 -5.1512 1.65066
120.403 -5.16205 1.7193
120.43 -5.16622 1.59924
120.467 -5.17177 1.64888
120.529 -5.1813 1.57881
120.537 -5.18259 1.72239
120.565 -5.18686 1.72602
120.687 -5.20554 1.72621
120.737 -5.2132 1.65003
120.81 -5.2243 1.61361
120.991 -5.25208 1.57087
121.016 -5.25583 1.73346
121.066 -5.26344 1.68947
121.121 -5.2719 1.7359
121.129 -5.27302 1.61557
121.202 -5.28415 1.72713
121.282 -5.29643 1.69015
121.337 -5.30476 1.7274
121.356 -5.30763 1.57764
121.357 -5.30782 1.67304
121.46 -5.32346 1.55417
121.484 -5.3271 1.74432
121.56 -5.33863 1.74608
121.603 -5.34504 1.67842
121.643 -5.35123 1.54629
121.689 -5.35813 1.54962
121.723 -5.36328 1.62551
121.745 -5.36663 1.56473
121.804 -5.37557 1.75175
121.842 -5.38125 1.6552
121.847 -5.38209 1.56066
121.85 -5.3825 1.75281
121.905 -5.39089 1.72867
121.95 -5.39761 1.59041
121.972 -5.40101 1.75566
121.988 -5.40332 1.75602
122.038 -5.41092 1.63198
122.04 -5.41124 1.55214
122.054 -5.41334 1.72903
122.084 -5.41781 1.55461
122.124 -5.42381 1.65664
122.127 -5.4243 1.56876
122.174 -5.43138 1.69329
122.309 -5.45178 1.59353
122.403 -5.46585 1.69418
122.426 -5.46928 1.62417
122.537 -5.48599 1.69901
122.674 -5.50663 1.73071
122.755 -5.51864 1.62652
122.759 -5.51922 1.70392
122.794 -5.52449 1.60472
122.836 -5.53081 1.73118
123.005 -5.5561 1.76459
123.012 -5.55708 1.76461
123.064 -5.5649 1.76472
123.084 -5.56783 1.76476
123.147 -5.57732 1.61147
123.189 -5.58344 1.76498
123.221 -5.58831 1.76506
123.264 -5.59466 1.65733
123.273 -5.59606 1.66302
123.343 -5.60641 1.69815
123.378 -5.61164 1.76541
123.383 -5.61238 1.58692
123.424 -5.61843 1.76552
123.507 -5.63086 1.73332
123.561 -5.63887 1.66352
123.566 -5.63958 1.66477
123.584 -5.6422 1.69925
123.595 -5.6439 1.72248
123.624 -5.64819 1.57617
123.632 -5.64939 1.76601
123.664 -5.65413 1.58578
123.667 -5.65453 1.57537
123.682 -5.65668 1.73392
123.691 -5.65807 1.76616
123.762 -5.66856 1.60687
123.764 -5.66884 1.59355
123.792 -5.67299 1.72684
123.951 -5.69651 1.76682
124.019 -5.7066 1.5823
124.022 -5.70704 1.76701
124.051 -5.71131 1.59025
124.064 -5.71316 1.58074
124.09 -5.71703 1.63666
124.129 -5.72273 1.61041
124.333 -5.75281 1.76788
124.403 -5.76306 1.73659
124.417 -5.76515 1.76812
124.428 -5.76682 1.63938
124.524 -5.78087 1.74315
124.537 -5.78283 1.63828
124.571 -5.78778 1.70412
124.589 -5.7904 1.73732
124.693 -5.8057 1.74693
124.713 -5.80852 1.68761
124.759 -5.81528 1.67239
124.778 -5.81804 1.7692
124.824 -5.82474 1.70545
124.874 -5.83214 1.76951
124.878 -5.83271 1.64491
124.991 -5.8491 1.69345
125.062 -5.85957 1.67445
125.271 -5.88994 1.62019
125.285 -5.89194 1.77085
125.315 -5.89631 1.76081
125.359 -5.90266 1.74057
125.394 -5.90773 1.77123
125.456 -5.91677 1.76396
125.557 -5.93141 1.74146
125.593 -5.93662 1.60728
125.607 -5.93866 1.60888
125.61 -5.93904 1.62539
125.644 -5.94399 1.62687
125.652 -5.94523 1.60289
125.799 -5.96649 1.65101
125.853 -5.97417 1.77287
125.856 -5.9747 1.71126
125.961 -5.98974 1.77524
125.973 -5.99159 1.77332
125.983 -5.99298 1.62933
125.984 -5.99317 1.61362
125.998 -5.99511 1.61373
126.05 -6.00257 1.60858
126.059 -6.00393 1.71599
126.072 -6.00574 1.77773
126.12 -6.01268 1.71283
126.146 -6.01649 1.6541
126.213 -6.02599 1.67107
126.296 -6.03797 1.68332
126.315 -6.04073 1.7214
126.373 -6.04906 1.74535
126.455 -6.06074 1.78629
126.48 -6.06439 1.7753
126.535 -6.07222 1.78809
126.539 -6.07271 1.6775
126.583 -6.0791 1.7464
126.609 -6.08284 1.68569
126.613 -6.08336 1.77584
126.793 -6.10902 1.79385
126.841 -6.11592 1.79494
126.971 -6.13436 1.79783
126.987 -6.13667 1.7982
127.116 -6.15495 1.65351
127.167 -6.16221 1.77818
127.196 -6.16638 1.7196
127.293 -6.18007 1.7421
127.311 -6.18265 1.77882
127.445 -6.20163 1.75096
127.471 -6.20521 1.72142
127.479 -6.20635 1.66014
127.49 -6.2079 1.64581
127.525 -6.21291 1.74703
127.542 -6.21528 1.6392
127.551 -6.21659 1.66715
127.568 -6.21901 1.63375
127.639 -6.22899 1.63181
127.666 -6.23283 1.75219
127.809 -6.25293 1.70268
127.869 -6.26138 1.6501
127.882 -6.26318 1.69579
127.906 -6.26659 1.67059
127.911 -6.26722 1.78158
127.929 -6.26973 1.64564
127.962 -6.27447 1.63891
128.005 -6.28038 1.80712
128.01 -6.28117 1.80714
128.036 -6.2848 1.63773
128.055 -6.2875 1.80732
128.066 -6.28904 1.78232
128.072 -6.28987 1.80739
128.118 -6.29629 1.70882
128.162 -6.30251 1.80776
128.191 -6.30645 1.80787
128.205 -6.30844 1.69847
128.326 -6.32533 1.80843
128.365 -6.33083 1.80859
128.403 -6.33617 1.76566
128.545 -6.35588 1.80935
128.572 -6.35973 1.75746
128.589 -6.36199 1.72918
128.595 -6.3629 1.80956
128.61 -6.36493 1.77005
128.711 -6.37896 1.78552
128.804 -6.39196 1.75887
128.819 -6.39401 1.81053
128.873 -6.40152 1.73124
128.877 -6.40207 1.78638
128.881 -6.40254 1.8108
128.908 -6.40627 1.68643
129.148 -6.43957 1.812
129.221 -6.44956 1.81233
129.259 -6.4548 1.69292
129.316 -6.46269 1.7327
129.342 -6.46626 1.68497
129.381 -6.47158 1.7864
129.398 -6.47399 1.6679
129.463 -6.48298 1.67148
129.514 -6.48995 1.70976
129.532 -6.49237 1.81377
129.544 -6.49398 1.66009
129.559 -6.49612 1.79019
129.565 -6.49695 1.79005
129.606 -6.50249 1.73848
129.615 -6.50378 1.81416
129.621 -6.5046 1.66174
129.705 -6.51605 1.68872
129.743 -6.52126 1.79104
129.753 -6.52268 1.76487
129.783 -6.52678 1.6725
129.844 -6.5351 1.67794
129.846 -6.53541 1.71272
129.94 -6.54822 1.6655
129.969 -6.55217 1.81586
129.995 -6.55579 1.76647
130.016 -6.55864 1.66781
130.031 -6.56071 1.73997
130.062 -6.56495 1.81632
130.215 -6.5857 1.80409
130.326 -6.60075 1.74228
130.364 -6.60593 1.80724
130.458 -6.61872 1.81831
130.473 -6.62069 1.79521
130.562 -6.63281 1.81884
130.637 -6.64283 1.71851
130.661 -6.64609 1.79632
130.722 -6.65435 1.76078
130.898 -6.67806 1.81854
130.974 -6.68828 1.7248
130.985 -6.68977 1.77322
130.99 -6.69044 1.76614
130.999 -6.69173 1.82113
131.015 -6.69388 1.82103
131.114 -6.70708 1.82174
131.169 -6.71444 1.70431
131.19 -6.7173 1.72514
131.237 -6.72362 1.775
131.331 -6.73617 1.69144
131.349 -6.73857 1.70369
131.421 -6.74825 1.8296
131.432 -6.74966 1.80103
131.507 -6.7596 1.8314
131.522 -6.76167 1.75197
131.527 -6.76238 1.68756
131.53 -6.76276 1.72838
131.538 -6.7638 1.70835
131.591 -6.77087 1.69229
131.591 -6.7709 1.82434
131.63 -6.77603 1.80227
131.716 -6.78744 1.82503
131.72 -6.78803 1.6963
131.721 -6.78814 1.71009
131.78 -6.79597 1.83716
131.826 -6.80206 1.75452
131.831 -6.8028 1.83825
131.925 -6.81517 1.69316
131.969 -6.82103 1.84115
131.983 -6.82291 1.69844
131.986 -6.82331 1.84151
132.015 -6.82711 1.7866
132.233 -6.85588 1.82798
132.259 -6.85933 1.79146
132.266 -6.86029 1.78251
132.292 -6.86361 1.74938
132.367 -6.87354 1.82876
132.441 -6.88329 1.80752
132.528 -6.89474 1.78448
132.613 -6.90579 1.75537
132.649 -6.91053 1.8089
132.907 -6.94427 1.74185
132.923 -6.94631 1.83206
133.004 -6.95686 1.8505
133.008 -6.95746 1.85052
133.028 -6.96005 1.725
133.045 -6.96225 1.85072
133.059 -6.96402 1.76513
133.059 -6.96405 1.8508
133.066 -6.96501 1.83293
133.132 -6.97361 1.85121
133.155 -6.97659 1.85133
133.183 -6.98022 1.80986
133.189 -6.98096 1.73543
133.255 -6.98953 1.74534
133.266 -6.99088 1.85195
133.284 -6.99331 1.71616
133.298 -6.99504 1.85212
133.371 -7.00458 1.7679
133.401 -7.00843 1.81418
133.404 -7.00877 1.72928
133.444 -7.01399 1.85295
133.485 -7.01931 1.85318
133.498 -7.02102 1.8147
133.514 -7.02307 1.71583
133.542 -7.02667 1.72306
133.551 -7.02777 1.74169
133.595 -7.03352 1.79273
133.66 -7.0418 1.8366
133.668 -7.04285 1.85422
133.677 -7.04403 1.72122
133.716 -7.049 1.81622
133.718 -7.0493 1.8545
133.813 -7.06147 1.83756
133.861 -7.06767 1.77864
133.867 -7.06842 1.79488
133.912 -7.07419 1.72155
133.929 -7.07648 1.72921
133.936 -7.07733 1.85576
133.995 -7.08489 1.85611
134.163 -7.10639 1.78428
134.215 -7.11303 1.83032
134.249 -7.11728 1.85759
134.316 -7.12591 1.85799
134.404 -7.1371 1.83405
134.442 -7.14194 1.84161
134.602 -7.16225 1.82258
134.604 -7.16249 1.84267
134.605 -7.16253 1.85971
134.639 -7.1669 1.77938
134.662 -7.16987 1.75976
134.681 -7.1722 1.86017
134.828 -7.19086 1.82424
134.917 -7.20205 1.74684
134.96 -7.20746 1.78236
134.97 -7.2087 1.80385
134.973 -7.20912 1.76631
135.003 -7.21289 1.86214
135.018 -7.21474 1.76347
135.088 -7.22356 1.86266
135.099 -7.22497 1.84775
135.25 -7.24391 1.80618
135.253 -7.24431 1.74179
135.257 -7.24481 1.85086
135.269 -7.24631 1.84711
135.298 -7.24993 1.75132
135.322 -7.25295 1.77235
135.332 -7.25413 1.80598
135.44 -7.26765 1.84827
135.444 -7.26815 1.86487
135.466 -7.27091 1.75369
135.498 -7.27493 1.74457
135.537 -7.27976 1.86546
135.613 -7.28924 1.81119
135.649 -7.29368 1.747
135.751 -7.30638 1.83114
135.825 -7.31555 1.86199
135.847 -7.31827 1.75976
135.894 -7.32415 1.75034
135.926 -7.32806 1.86792
135.95 -7.33107 1.86444
135.986 -7.3355 1.83294
136.027 -7.34057 1.86857
136.139 -7.35446 1.8531
136.261 -7.36942 1.79464
136.318 -7.3765 1.85436
136.382 -7.3844 1.87289
136.388 -7.3851 1.81584
136.447 -7.39236 1.8713
136.454 -7.39314 1.77871
136.473 -7.39553 1.87465
136.556 -7.40573 1.87202
136.59 -7.40981 1.79781
136.677 -7.42045 1.81833
136.69 -7.42205 1.79595
136.691 -7.4222 1.83109
136.765 -7.43121 1.88033
136.816 -7.43743 1.78261
136.82 -7.43791 1.8814
136.832 -7.43941 1.7696
136.942 -7.45279 1.84038
136.948 -7.45354 1.83582
136.967 -7.45578 1.88425
136.985 -7.45802 1.88461
137.008 -7.46079 1.87501
137.024 -7.46273 1.8017
137.05 -7.46592 1.85959
137.125 -7.47495 1.87579
137.186 -7.4823 1.84231
137.218 -7.48623 1.77425
137.234 -7.4881 1.76803
137.237 -7.48857 1.86095
137.353 -7.50253 1.78379
137.472 -7.51689 1.77342
137.607 -7.53306 1.87905
137.63 -7.5359 1.77333
137.725 -7.54725 1.78972
137.731 -7.54794 1.8799
137.848 -7.56194 1.82863
137.865 -7.564 1.77918
137.922 -7.57073 1.81081
